id,best,avg,entryyear,modul,weighted ,degree,between,pagerank,cluster
1000,23,48.3,1997,3,4.1588830834,6,846.119856127,0.0021211579,0.1333333333
1014,17,46.142857,2000,0,19.6969316415,19,2789.6925496563,0.0044547483,0.1228070175
1015,92,96,2001,3,33.2076546591,29,3344.8661564547,0.0064145049,0.1354679803
1016421,37,58.5,2012,2,22.8575455027,11,254.0253275815,0.0023737609,0.7090909091
1016605,13,24.333334,2010,6,21.2777047279,13,986.862230797,0.0036318243,0.141025641
1026307,87,87,2010,6,11.4620531346,5,4.6777151678,0.0016295191,0.6
10267,31,52,1997,0,0,0,0,0.0003438001,0
103545,39,39,2006,4,0.6931471806,1,0,0.0006091327,0
10435,1,16.875,1997,6,5.5451774445,6,322.153445755,0.0018294125,0.4
1049,1,17.863636,1997,6,38.2921537549,20,3941.1609454798,0.0053771318,0.1421052632
1051979,66,77.71429,2012,2,23.5329931061,12,305.1732026152,0.0025808567,0.6212121212
1060,50,70.5,1997,0,8.9587973462,5,92.6904238289,0.0015698201,0.4
10631,10,26.11111,1999,6,0.6931471806,1,0,0.0006600864,0
1063698,56,62,2010,8,12.6476768003,10,650.4518487001,0.0027926646,0.2666666667
106457,68,79.5,2014,0,0,0,0,0.0003438001,0
10724,93,93,2000,0,0,0,0,0.0003438001,0
10754,87,87.5,2008,6,20.9809471535,14,1970.9142421945,0.0037850608,0.2527472527
108020,26,53,2006,0,0,0,0,0.0003438001,0
108385,35,47.75,2005,0,0,0,0,0.0003438001,0
10898,10,28.11111,2006,8,27.3308759083,19,5339.452289458,0.0047481208,0.0935672515
10927,77,83,2004,6,42.6837367763,19,2588.1315746971,0.005559386,0.1988304094
10928,45,64,2003,6,35.6010312282,17,1881.4727639337,0.0047007191,0.2720588235
109479,61,77.5,2004,2,20.1924254882,13,336.1388417242,0.0027853052,0.5512820513
1095210,40,67.85714,2011,8,9.9396265992,11,203.3192390804,0.0024694003,0.4909090909
1100480,86,86,2010,8,6.9847163201,4,87.1006946936,0.0011673608,0.3333333333
1102,92,92,1997,3,1.3862943611,2,0,0.0010663637,1
11101,19,62.909092,2003,6,45.5593904513,20,2225.8336209511,0.0058774674,0.1947368421
1114,87,87,1997,3,6.3561076607,6,123.7702462475,0.0015845421,0.2666666667
11146,37,60.4,1997,5,6.2915691396,5,316.1388401377,0.0019681757,0.6
1117982,69,80.333336,2012,0,0,0,0,0.0003438001,0
1120960,65,65,2017,2,16.9537418941,9,13.0264543145,0.0020501431,0.8611111111
1138200,65,74,2011,6,20.3838868518,8,869.1172057264,0.0024291541,0.3571428571
11399,41,55,2004,6,2.0794415417,3,78.2056148046,0.0012923781,0
1142687,33,50.333332,2016,8,10.4504522229,11,445.727427774,0.002539197,0.4181818182
11432,61,68.5,1997,1,18.9874110039,8,9.4682527604,0.0022832407,0.7857142857
11434,82,86,1997,1,13.5525445125,7,9.0515860937,0.0020413946,0.8095238095
114449,59,67,1997,0,3.1780538304,4,86.502710559,0.0012335834,0.1666666667
11475,90,91.5,2004,0,0,0,0,0.0003438001,0
11583,61,61,1997,7,1.0986122887,1,0,0.0006224957,0
11584,72,72,2000,1,3.4657359028,5,0,0.0015357893,1
116641,55,55,2006,0,0,0,0,0.0003438001,0
117051,99,99,2007,4,4.5643481915,6,114.1302262436,0.0015750946,0.4
11706,27,47.857143,1999,7,16.1258352231,12,1531.509173623,0.0039313899,0.1363636364
117914,76,76,2007,3,3.295836866,3,54.2468773173,0.0010212354,0
11887,86,86,2006,6,30.5499393699,13,752.238556748,0.003679841,0.3076923077
11909,30,50,2008,3,13.9570101202,12,1615.1320407795,0.0032902552,0.196969697
1196,78,78,1997,0,6.3561076607,6,595.4524839114,0.0017091802,0
119708,81,81,1998,0,0,0,0,0.0003438001,0
11978,53,53,1998,0,0,0,0,0.0003438001,0
119945,36,63.833332,2011,2,48.8129485503,18,1410.4696824538,0.0037273165,0.3790849673
1213624,34,51.5,2014,8,5.9506425526,8,20.0124035936,0.001809871,0.6785714286
1215260,88,88,2014,6,12.7556380976,8,816.1888596309,0.0023399996,0.2142857143
12206,88,88,1997,3,6.2915691396,6,139.044918686,0.0019319243,0.2666666667
12236,15,37.88889,2001,6,25.6633646688,14,3601.6421989325,0.0038280634,0.1868131868
12285,4,40.285713,1997,3,23.1626675443,18,2700.6333096017,0.0047053395,0.0980392157
1229555,7,24.571428,2012,8,42.0174008532,27,4522.424079889,0.0057000356,0.2307692308
1233,22,43,2006,4,5.257495372,7,229.1380991989,0.0018091186,0.0476190476
12344,45,45,1998,0,8.1478671299,7,76.447368045,0.0019087532,0.4761904762
1235958,3,13.111111,2010,8,22.133464707,12,305.7413707563,0.0027808262,0.3939393939
1239457,73,73,1999,0,0,0,0,0.0003438001,0
1239503,62,75.6,2009,6,14.9220910163,7,140.6532772121,0.0022254058,0.380952381
1243559,89,89,2005,0,0,0,0,0.0003438001,0
1244,9,60,1997,1,18.8059431447,12,462.4617336258,0.0029152355,0.3484848485
12458,67,80.5,2008,7,6.3561076607,6,880.8911611437,0.0020127539,0.2
1249260,85,85,2012,0,0,0,0,0.0003438001,0
125548,45,81.2,2004,3,6.6846117277,5,190.0789238171,0.0014563758,0.5
125549,16,29.7,2002,6,9.7981270369,7,1066.4579321181,0.00222929,0.2857142857
125802,28,52.5,2008,6,15.9684348764,5,25.0986794266,0.0016205486,0.7
1268,1,25.272728,1997,3,21.4886911108,20,1965.7524112032,0.0046390557,0.1526315789
1271910,67,72.5,2011,2,26.3260093247,11,35.5968839769,0.0024150238,0.7454545455
1289,22,46.4,2007,0,3.5835189385,4,4.8418361878,0.0010862075,0.5
128973,16,16,2004,0,0,0,0,0.0003438001,0
1298568,52,52,2018,6,6.3561076607,6,509.7518212437,0.0019082805,0.2
13017,30,60,1999,0,0,0,0,0.0003438001,0
130802,98,98,2009,3,6.3561076607,7,551.154670729,0.0021152066,0.0952380952
1328,23,48.785713,1997,3,16.7941373636,19,1425.6431953695,0.0042199196,0.1988304094
1328640,30,34.5,2015,8,22.6363221611,19,383.4761886234,0.0041016396,0.350877193
13311,6,29.09091,2001,0,1.3862943611,1,0,0.0009109855,0
1343482,86,86,2015,0,0,0,0,0.0003438001,0
13451,64,77.666664,1997,0,0,0,0,0.0003438001,0
13453,86,86,2004,0,0,0,0,0.0003438001,0
1346359,52,52,2016,6,0.6931471806,1,0,0.0005927913,0
1348086,75,79,2012,2,20.0184670392,12,247.6434261018,0.0025700225,0.6515151515
135575,32,49.333332,2009,8,27.054243672,18,2957.429582093,0.0038356938,0.1699346405
1360,50,71.6,2003,3,11.7677537126,13,1005.5258371684,0.0033378719,0.3717948718
13734,55,73.25,2004,0,8.553332238,8,249.8350568915,0.0021310998,0.2142857143
13754,22,51.833332,1997,0,5.0875963352,5,30.9944590904,0.0014201752,0.5
1379,69,69,1999,4,8.0300840943,10,452.2172259912,0.0023604509,0.1111111111
1381,53,82.666664,2004,3,21.084354516,17,1250.8100407465,0.0041632076,0.2573529412
13834,28,49.4,2005,6,6.3561076607,4,19.7523682397,0.0013809361,0.3333333333
13864,74,74,2005,6,11.1642186907,7,314.9833586409,0.00235762,0.1904761905
1387101,77,77,2018,0,0,0,0,0.0003438001,0
1389507,100,100,2008,6,6.3561076607,4,19.7384768572,0.0014174989,0.1666666667
1398,77,85.5,2002,1,20.5442295019,17,2292.9574219019,0.003958306,0.2058823529
14009,24,41.5,2002,6,22.9671984123,15,1353.9047791496,0.0043181916,0.2095238095
1402603,75,85,2012,0,0,0,0,0.0003438001,0
1411,58,73.75,2007,0,0,0,0,0.0003438001,0
1414357,54,68.666664,2016,0,0,0,0,0.0003438001,0
142,12,24.285715,1997,0,34.2241265011,26,1364.3428394106,0.0056615709,0.2153846154
143244,77,80.5,2006,6,2.7080502011,2,6.8570465836,0.0009587707,0
1437686,25,50.6,2014,8,14.9331408525,9,185.9610287884,0.0021415535,0.3333333333
14412,44,74.833336,2004,6,4.276666119,3,68.951626984,0.0011441825,0
1441341,1,16.5,2011,8,36.5367619299,24,1862.1900977528,0.0049998675,0.2463768116
145561,96,96,2012,6,7.6778635007,7,1115.2462087143,0.0024332051,0.1428571429
1456097,41,61.666668,2014,0,0,0,0,0.0003438001,0
14602,9,31.181818,2005,7,6.5102583405,6,505.8321959306,0.0018272322,0.2666666667
1462098,16,31.571428,2012,8,24.5515626871,20,576.6260886773,0.0043150986,0.3578947368
1462131,25,57.4,2010,6,8.119696253,5,456.3111692351,0.0019730494,0.2
146906,92,92,2011,4,19.8288461799,11,1166.169282977,0.0024828823,0.3090909091
1472585,9,13,2011,8,2.0794415417,3,0.6,0.0010105429,0.6666666667
1474921,44,47.666668,2015,8,9.6519445267,9,230.7397835055,0.0020548472,0.4444444444
14803,67,67,1998,0,0,0,0,0.0003438001,0
148330,39,48.2,2014,0,0,0,0,0.0003438001,0
14987,21,40.5,1997,1,24.2910845697,12,1274.7458570605,0.0031982129,0.3484848485
1503765,97,97,2005,0,0,0,0,0.0003438001,0
1514674,56,66.333336,2014,8,13.2354634652,11,312.4842610496,0.0025396239,0.3636363636
15223,40,63.6,2000,5,17.1838541148,11,1481.4563238564,0.0034731014,0.3454545455
15228,98,98,2001,3,4.5643481915,6,160.5387072915,0.0015710803,0.2
1543,41,55.25,2005,4,26.7124196203,21,1462.6562570482,0.0045058858,0.180952381
1544464,37,37,2006,0,0,0,0,0.0003438001,0
154553,88,88,2005,0,0,0,0,0.0003438001,0
15510,8,43.875,2000,5,0.6931471806,1,0,0.0006866806,0
15537,20,47.833332,1998,3,5.1929568509,5,115.2215857008,0.0015347849,0.2
15593,62,85.8,2010,0,0,0,0,0.0003438001,0
156883,53,53,2008,0,0,0,0,0.0003438001,0
1570,73,79,2003,4,19.3968270491,16,1087.0748212547,0.0035366306,0.125
1570188,61,73,2011,8,6.0684255883,7,294.1334593448,0.0017960353,0.4285714286
15721,9,50.11111,1999,7,0.6931471806,1,0,0.0007602302,0
15730,62,74.25,2007,4,12.6476768003,13,1026.3094758717,0.0030901247,0.0897435897
1588397,13,25.25,2015,6,0.6931471806,1,0,0.0006795275,0
1600,18,66,1998,0,28.2176386523,24,1672.2656691029,0.0053224601,0.1195652174
1606035,17,21.5,2017,6,4.8520302639,5,253.8144819181,0.0016102787,0.2
16119,90,90,2006,3,1.7917594692,2,41.533215458,0.0008130543,0
16204,58,58,2008,6,7.138867,5,98.4009338637,0.0018716689,0.1
1626911,91,91,2017,3,0.6931471806,1,0,0.0005659856,0
16329,44,55.5,2002,6,10.6170254228,7,311.3050755153,0.0021368734,0.2857142857
1644,3,27.583334,1997,0,23.1626675443,23,1177.4832028414,0.0048893865,0.1818181818
16614,72,84.25,1998,5,4.7874917428,4,117.4285388032,0.0016803948,0.6666666667
16619,20,42.5,2007,4,8.8410143105,9,418.6966452116,0.0024183774,0.1111111111
167260,71,82.5,2005,0,2.4849066498,3,14.8380480984,0.0009704089,0
16768,96,97.5,2007,4,12.9353588727,13,1005.9404639674,0.0031159795,0.1794871795
1685,48,56.333332,1997,0,18.0356063255,13,671.9981437489,0.0028657589,0.3333333333
1688,34,63.125,2005,0,17.8770012953,12,785.7365753307,0.0029548226,0.1818181818
1690,8,30,1997,0,29.5342793916,23,1706.4546990476,0.0048867008,0.2055335968
170,25,57.5,1997,0,27.8529955387,22,800.6930053275,0.0047200112,0.2813852814
171,84,84,2002,0,15.5054233309,13,244.6454725073,0.0028171986,0.3333333333
1711,23,56,2003,3,3.6888794541,4,20.574740753,0.0011736643,0.5
1718,80,80,1997,1,11.9545296197,10,264.6774950717,0.0026412355,0.4
1731,43,43,1997,0,14.480258264,11,715.7200876835,0.0028591729,0.2727272727
17388,36,61.5,1997,1,12.6735731446,6,164.260975057,0.001767438,0.6666666667
1744,63,67,1997,1,8.8410143105,8,37.223052342,0.0021000114,0.6071428571
17526,71,81.666664,2000,0,0,0,0,0.0003438001,0
17697,42,61.25,2012,0,0,0,0,0.0003438001,0
17799,35,58.555557,2000,0,0,0,0,0.0003438001,0
17815,86,86,1997,0,16.2187732187,13,686.4008205999,0.0032909241,0.2179487179
17846,30,57.25,1999,0,0,0,0,0.0003438001,0
1789,49,58.25,2002,3,4.9698132996,6,655.8968828609,0.0016009807,0
1801598,10,26.8,2010,8,9.1286963829,7,41.153394976,0.0018740858,0.380952381
1825,92,92,2003,0,21.4196982393,22,910.5071590537,0.0046240963,0.2943722944
1831364,56,56,2006,0,0,0,0,0.0003438001,0
183267,10,29.6,2006,8,8.3485378254,8,872.6102076346,0.0021854273,0.1428571429
18360,80,86,2002,5,14.8449013776,11,1456.824126128,0.0034290296,0.3454545455
18382,73,73,1997,1,18.3057352387,9,134.0678643718,0.0024860384,0.5833333333
18433,11,35.333332,1998,3,4.9698132996,4,15.7866324641,0.0013829608,0.3333333333
18435,9,50.5,2000,5,16.5031294542,10,833.141415046,0.0029671848,0.3555555556
184778,76,87.666664,2005,0,0,0,0,0.0003438001,0
184852,94,94,2003,6,4.0943445622,3,44.1590154197,0.0010469706,0.3333333333
184855,24,57.714287,2008,6,4.0253516907,2,35.6755687709,0.001082439,0
1866111,54,68.8,2013,8,4.1588830834,6,83.6773249178,0.0014871052,0.5333333333
18960,73,73,2009,0,0,0,0,0.0003438001,0
19116,30,44.57143,2009,4,7.7832240163,7,367.0154326599,0.0018024182,0.1904761905
191242,20,34.333332,2013,4,12.6840444444,10,514.8322562392,0.0022449694,0.3333333333
19198,87,87,2000,1,5.6629604801,5,72.0105828188,0.0014548183,0.4
1927026,13,29.125,2011,8,19.1705862583,11,278.8123913359,0.0026150954,0.4363636364
1934985,46,66.25,2015,8,17.6174900998,16,108.6513291879,0.0033638812,0.4833333333
193952,7,28.444445,2006,2,2.8903717579,2,164.6787083377,0.0008736682,0
1944,42,76,2003,3,17.3819240285,17,639.5157419545,0.0038450739,0.2941176471
198082,35,55,2014,0,0,0,0,0.0003438001,0
1990571,22,32.42857,2012,8,3.9120230054,3,25.9200236678,0.0009385681,0.3333333333
1994410,54,65.333336,2012,8,0.6931471806,1,0,0.0005810914,0
199459,16,49.75,2008,6,4.7184988713,3,119.2492656375,0.0012998849,0
200278,93,95.5,2008,6,4.9698132996,5,345.8631931052,0.0019088614,0
20089,52,65.75,2000,4,5.5451774445,8,794.2830485656,0.0019843822,0.3214285714
2014502,63,82.666664,2016,0,0,0,0,0.0003438001,0
20165,89,89,2000,5,9.4696229699,7,62.1760908685,0.0024008626,0.619047619
20172,35,51,2000,5,5.257495372,5,246.0862569327,0.0016314607,0.6
2017701,24,54.285713,2012,6,5.5294290875,4,246.9617707582,0.0015645381,0
20338,29,54,2003,0,0,0,0,0.0003438001,0
204189,48,59.5,2006,6,3.3322045102,2,14.7372618695,0.001100044,0
204898,30,57.285713,2008,6,4.1588830834,3,60.7794246227,0.0014656156,0
205,27,48.5,1997,3,9.1286963829,9,1000.1299276778,0.0029659207,0.1666666667
2063,63,63.666668,2003,3,4.7874917428,5,38.3596657999,0.0013066284,0.5
20662,43,67,1997,3,6.6437897332,5,142.5163606836,0.0015074232,0.2
207982,97,97,1999,4,2.4849066498,3,122.6395100083,0.0010258966,0
208579,29,44.75,2006,6,3.9120230054,3,32.9112684253,0.0012055952,0.3333333333
2101741,13,36.5,2013,8,12.5786839288,10,436.8786756369,0.0024417185,0.4222222222
21032,17,58.833332,1997,3,10.2273086716,11,1231.3228507793,0.002928281,0.1636363636
21059,33,53.833332,2000,5,5.1929568509,5,416,0.0020147416,0.6
21209,44,66.5,2003,7,2.4849066498,3,450.4496850026,0.0014690349,0
217,5,38.6,2000,0,11.6668475473,11,780.4108737363,0.0028492858,0.1090909091
2175,67,76,2002,7,0.6931471806,1,0,0.0009548502,0
22135,15,60.5,1997,0,1.0986122887,1,0,0.0005287943,0
222578,11,29.444445,2010,4,17.7716407797,15,1099.4845703215,0.0033534332,0.219047619
2230472,63,63,2013,2,24.7317117469,11,35.5968839769,0.0024150238,0.7454545455
22312,48,72.75,2000,3,9.0641578618,10,217.8718255124,0.0023811723,0.2666666667
224,33,55.375,2006,4,22.1154462015,14,717.5928587149,0.0033724838,0.2747252747
228148,37,55,2010,0,0,0,0,0.0003438001,0
2290,25,71.8,1999,0,28.4917565695,21,1304.2965150017,0.0046373857,0.2523809524
229125,95,95,2013,0,0,0,0,0.0003438001,0
2291890,25,52.75,2012,8,12.6352542803,11,126.1315062543,0.00243089,0.5636363636
23005,43,53,1997,3,8.8410143105,7,368.4748474873,0.0019586525,0.1904761905
230182,63,70,2011,0,0,0,0,0.0003438001,0
2323,8,54.2,1997,1,9.1286963829,9,299.755826361,0.0023838967,0.2777777778
23285,85,85,2008,0,0,0,0,0.0003438001,0
23555,23,39.4,1997,0,2.7725887222,4,81.1776035635,0.0011863422,0.3333333333
2384511,87,90.5,2016,0,0,0,0,0.0003438001,0
238694,81,81,2006,6,2.8903717579,3,27.8954955623,0.0013053582,0
239223,14,29.25,2007,4,2.8903717579,3,11.745019276,0.0010090984,0.6666666667
24023,7,29.285715,1997,0,9.7348321865,9,136.1353288151,0.0020290357,0.4166666667
2430495,92,92,2014,2,26.7261843114,13,263.4477607843,0.0028019013,0.6282051282
2431699,12,32.285713,2012,8,34.1544728792,21,807.8935441053,0.0044227889,0.3285714286
243180,99,99,2009,6,4.3820266347,4,351.2995917754,0.0017557431,0
243374,68,80,2009,0,0.6931471806,1,0,0.0005314106,0
24341,60,77,2000,0,0,0,0,0.0003438001,0
24422,84,84,1998,1,6.9847163201,5,1.7884165505,0.0014210343,0.8
2447,23,65.42857,1997,0,23.1551159546,17,250.1725519102,0.0034879969,0.3676470588
245308,67,83.5,2012,0,0,0,0,0.0003438001,0
24946,91,91,2002,3,4.5643481915,5,236.5786147451,0.0014464305,0.4
2500315,64,78,2017,0,0,0,0,0.0003438001,0
25009,47,47,1997,1,21.16497369,9,453.4840071559,0.0025385207,0.6111111111
25320,41,60.666668,1997,5,3.2188758249,2,0,0.0010363623,1
25421,78,91,1997,4,0.6931471806,1,0,0.0005484666,0
2567398,38,50,2015,8,4.1588830834,6,55.5154484184,0.0015822192,0.6
257938,4,20.181818,2008,4,11.5490645116,9,821.2488930561,0.0028094826,0.0833333333
25831,64,69.6,2000,5,7.0335064843,5,0.5,0.0017650457,0.9
2589919,44,63.4,2014,2,23.9314895449,12,75.9985914115,0.0025547414,0.7121212121
25958,29,38.125,2011,2,24.1106273996,11,304.4964893853,0.0025355552,0.4363636364
2605338,57,63,2017,0,0,0,0,0.0003438001,0
2624266,27,44.25,2013,8,23.6481753601,19,659.4168997516,0.0041320909,0.2807017544
26246,81,81,1997,0,0,0,0,0.0003438001,0
26414,64,64,1997,6,0.6931471806,1,0,0.0005724537,0
2657,35,56.333332,1997,0,0,0,0,0.0003438001,0
2673935,94,94,2017,8,4.8520302639,6,40.7608187175,0.0015228092,0.3333333333
2675384,26,52.2,2013,8,17.8235126104,13,194.0089556708,0.0028671154,0.4487179487
26778,70,75.5,2001,0,0,0,0,0.0003438001,0
2690701,58,76.25,2015,2,19.6203871803,11,49.7312769516,0.0024279316,0.6363636364
27091,23,53.333332,2004,6,2.0794415417,3,66.2160333618,0.0010790853,0
27103,20,36.666668,2003,6,1.7917594692,2,11.2320382558,0.0009073362,0
27129,40,61.666668,2004,3,6.6437897332,8,167.6841954343,0.0020014678,0.2142857143
2737,70,78.5,2000,0,1.0986122887,1,0,0.0005996351,0
27472,42,62.5,2007,4,8.6333749457,8,571.933800899,0.0021650083,0.0357142857
274794,80,80,2014,4,7.4547199494,8,287.0570421027,0.0018433584,0.2857142857
276769,81,81,2003,0,0,0,0,0.0003438001,0
280240,49,76,2015,6,3.8712010109,3,130.976275492,0.0013378344,0
2811424,33,52.666668,2013,2,6.9314718056,9,687.4695104175,0.0021869657,0.1666666667
2819931,47,57,2015,2,7.1546153569,8,112.6366697488,0.0018005432,0.6428571429
2825,72,72,1997,1,14.930059186,11,391.0665537465,0.0026936855,0.3272727273
2835374,89,92.5,2017,0,0,0,0,0.0003438001,0
2849,63,63,2001,0,1.3862943611,2,7.6357506591,0.0007631309,0
289120,63,81.25,2008,0,0,0,0,0.0003438001,0
2906,30,46.857143,1997,0,17.4872845442,15,336.1997184936,0.0031393637,0.3238095238
2937,66,79,2001,0,33.3096893378,27,1120.1688864178,0.0054777674,0.2706552707
295504,83,85.5,2011,4,8.1478671299,9,236.7401275306,0.0020879739,0.3611111111
296870,79,87.5,2009,6,2.8903717579,2,84.3676414786,0.0010703349,0
